blockchain,num_swaps,period,unique_swap_addresses,volume
zora,29,2025-05-30 00:00:00.000 UTC,3,52.62559604262202
zora,7,2025-03-03 00:00:00.000 UTC,1,183.06436606345443
unichain,19236,2025-04-14 00:00:00.000 UTC,3844,386859.9420940026
polygon,31790,2025-02-25 00:00:00.000 UTC,2463,2460169.532661389
blast,41,2025-05-21 00:00:00.000 UTC,21,6.2865875201440025
blast,67,2025-03-12 00:00:00.000 UTC,29,40.846920161093855
zora,43,2025-05-12 00:00:00.000 UTC,7,57.714293636292986
unichain,62196,2025-05-03 00:00:00.000 UTC,6248,145794777.7867492
bnb,9499,2025-02-27 00:00:00.000 UTC,2191,570899.8621000645
polygon,24786,2025-02-17 00:00:00.000 UTC,2180,2404411.9546679473
worldchain,35143,2025-05-11 00:00:00.000 UTC,137,14410.474484578399
zora,82,2025-03-15 00:00:00.000 UTC,1,203.85146687622807
unichain,5127,2025-03-03 00:00:00.000 UTC,811,571750.4592514634
bnb,1041,2025-01-31 00:00:00.000 UTC,199,15388.49911753937
avalanche_c,1547,2025-04-07 00:00:00.000 UTC,392,19144.029214369115
worldchain,27255,2025-04-05 00:00:00.000 UTC,46,1947.4922577298373
ethereum,2,2025-01-27 00:00:00.000 UTC,2,7.5755026207794405
unichain,7069,2025-03-30 00:00:00.000 UTC,2623,59613.806267856744
ethereum,17593,2025-05-16 00:00:00.000 UTC,5523,318595301.57970756
arbitrum,42289,2025-02-28 00:00:00.000 UTC,2567,17243754.874244377
bnb,13707,2025-04-08 00:00:00.000 UTC,1235,376964.78103690327
avalanche_c,1157,2025-03-18 00:00:00.000 UTC,218,18795.12021128211
avalanche_c,791,2025-02-14 00:00:00.000 UTC,137,11843.394695157132
blast,29,2025-03-16 00:00:00.000 UTC,16,3.8106119084475703
ethereum,19815,2025-05-19 00:00:00.000 UTC,5594,242431178.55465323
ethereum,14768,2025-04-27 00:00:00.000 UTC,3901,128859946.22979759
optimism,3042,2025-02-02 00:00:00.000 UTC,138,217450.9037422741
base,76738,2025-04-10 00:00:00.000 UTC,14042,4868213.828487135
optimism,12108,2025-04-02 00:00:00.000 UTC,1133,417092.294733225
ethereum,13346,2025-03-10 00:00:00.000 UTC,5013,31934444.036838077
base,75988,2025-05-05 00:00:00.000 UTC,12530,15862449.49238812
optimism,8160,2025-02-08 00:00:00.000 UTC,682,104227.94465726051
avalanche_c,838,2025-02-15 00:00:00.000 UTC,151,9319.95001646221
bnb,150865,2025-05-23 00:00:00.000 UTC,13383,70891913.83781707
worldchain,225,2025-02-03 00:00:00.000 UTC,3,142.95436514632974
polygon,29061,2025-05-05 00:00:00.000 UTC,3968,4842858.995527458
avalanche_c,1320,2025-03-13 00:00:00.000 UTC,454,11791.267593881526
zora,26,2025-05-01 00:00:00.000 UTC,7,17.409431636688726
worldchain,49454,2025-04-22 00:00:00.000 UTC,67,13364.794234697983
blast,16,2025-05-29 00:00:00.000 UTC,8,2.6739232287293446
zora,52,2025-05-14 00:00:00.000 UTC,7,67.18171778886646
unichain,74359,2025-05-01 00:00:00.000 UTC,5687,280289739.83777034
avalanche_c,1618,2025-05-06 00:00:00.000 UTC,312,14689.246991570695
polygon,27633,2025-04-03 00:00:00.000 UTC,3343,2033445.8938909983
avalanche_c,2958,2025-05-24 00:00:00.000 UTC,624,96208.17353853853
bnb,6156,2025-02-08 00:00:00.000 UTC,2179,215875.0421681113
zora,10,2025-03-11 00:00:00.000 UTC,1,188.2077852079239
base,63810,2025-03-09 00:00:00.000 UTC,9276,6583556.62067064
base,25381,2025-02-11 00:00:00.000 UTC,5164,2916832.289349644
base,65075,2025-05-02 00:00:00.000 UTC,11530,40962856.76156571
optimism,9501,2025-03-01 00:00:00.000 UTC,890,127556.56428803195
blast,20,2025-03-02 00:00:00.000 UTC,9,6.075072883955968
base,75138,2025-03-31 00:00:00.000 UTC,9034,7707874.694997469
ethereum,16332,2025-04-30 00:00:00.000 UTC,4812,177162929.20519003
ethereum,20677,2025-04-25 00:00:00.000 UTC,4765,118716036.10650893
bnb,5985,2025-04-05 00:00:00.000 UTC,991,276829.4505941546
zora,8,2025-02-07 00:00:00.000 UTC,2,0.3238882756857698
blast,16,2025-04-11 00:00:00.000 UTC,9,1.107392760829545
zora,31,2025-05-17 00:00:00.000 UTC,5,24.964012171612907
ethereum,8489,2025-02-09 00:00:00.000 UTC,4713,7269305.837895495
arbitrum,77078,2025-05-12 00:00:00.000 UTC,4562,93471824.56251392
optimism,10969,2025-04-27 00:00:00.000 UTC,1620,135819.44719038022
bnb,14502,2025-03-04 00:00:00.000 UTC,5766,775662.240752078
arbitrum,25559,2025-03-01 00:00:00.000 UTC,1691,7243736.412868484
unichain,56068,2025-04-24 00:00:00.000 UTC,8087,225925717.87903285
polygon,22419,2025-04-06 00:00:00.000 UTC,3180,3704240.4735614476
polygon,36790,2025-04-08 00:00:00.000 UTC,3412,3533701.0057123513
avalanche_c,3707,2025-05-30 00:00:00.000 UTC,824,102369.3838763177
arbitrum,28830,2025-04-15 00:00:00.000 UTC,2764,7822764.735105266
blast,23,2025-06-01 00:00:00.000 UTC,10,1.5563286791561362
bnb,10536,2025-03-07 00:00:00.000 UTC,3319,516057.5042829253
ethereum,15405,2025-03-24 00:00:00.000 UTC,6154,48078173.584204435
polygon,50488,2025-05-21 00:00:00.000 UTC,5627,9339623.372158336
polygon,33053,2025-03-10 00:00:00.000 UTC,3001,2045408.813432739
avalanche_c,2842,2025-05-25 00:00:00.000 UTC,552,48454.75301768917
zora,65,2025-04-28 00:00:00.000 UTC,5,99.97308468480699
ethereum,10914,2025-03-29 00:00:00.000 UTC,3745,39269696.72879631
zora,82,2025-04-26 00:00:00.000 UTC,14,115.58575894252813
blast,16,2025-04-17 00:00:00.000 UTC,8,1.3681517751647014
worldchain,47267,2025-05-26 00:00:00.000 UTC,210,16130.645363434376
optimism,13283,2025-04-22 00:00:00.000 UTC,2815,249356.69263904437
base,95717,2025-05-18 00:00:00.000 UTC,12217,9869206.554466384
optimism,17041,2025-03-26 00:00:00.000 UTC,1331,147256.16528796375
arbitrum,39912,2025-02-26 00:00:00.000 UTC,2437,20234033.188520793
zora,113,2025-04-06 00:00:00.000 UTC,13,368.2346533719272
worldchain,2,2025-01-31 00:00:00.000 UTC,2,0.220678740891
arbitrum,1841,2025-01-30 00:00:00.000 UTC,19,223293.26827057652
worldchain,7379,2025-03-07 00:00:00.000 UTC,19,189.05425562047083
zora,68,2025-05-08 00:00:00.000 UTC,6,70.66286833680037
ethereum,16953,2025-04-28 00:00:00.000 UTC,4432,165346065.2524712
bnb,13319,2025-04-27 00:00:00.000 UTC,5100,1264616.2459864758
unichain,2314,2025-03-01 00:00:00.000 UTC,395,107193.53577958664
base,26829,2025-02-13 00:00:00.000 UTC,5888,2782868.479382898
optimism,7143,2025-04-08 00:00:00.000 UTC,1138,161912.94230955257
base,117351,2025-05-20 00:00:00.000 UTC,14142,12052588.474170996
ethereum,18047,2025-04-15 00:00:00.000 UTC,6800,177471436.40719062
polygon,20686,2025-02-19 00:00:00.000 UTC,2093,1517668.3680875658
polygon,23404,2025-02-06 00:00:00.000 UTC,3052,1862498.9111361182
optimism,10572,2025-02-13 00:00:00.000 UTC,952,123581.19627215555
unichain,2397,2025-03-14 00:00:00.000 UTC,359,80282.54520898212
avalanche_c,1159,2025-02-25 00:00:00.000 UTC,402,6673.382612152865
blast,16,2025-02-22 00:00:00.000 UTC,13,1.3891940845697537
worldchain,31918,2025-04-03 00:00:00.000 UTC,33,3117.521617687069
blast,11,2025-02-19 00:00:00.000 UTC,8,0.842090614376003
polygon,20737,2025-05-03 00:00:00.000 UTC,3035,1751038.559542764
avalanche_c,3947,2025-05-14 00:00:00.000 UTC,668,87492.15495530496
optimism,9453,2025-03-17 00:00:00.000 UTC,982,95795.51505135749
unichain,7432,2025-02-21 00:00:00.000 UTC,3970,913480.8639098658
blast,7,2025-02-08 00:00:00.000 UTC,5,0.6537229589181379
ethereum,11059,2025-03-08 00:00:00.000 UTC,4839,14378834.919919986
unichain,86507,2025-04-29 00:00:00.000 UTC,8564,282565446.9207525
polygon,29275,2025-03-26 00:00:00.000 UTC,3647,1212982.7476309002
bnb,151644,2025-05-26 00:00:00.000 UTC,17114,186834824.27416027
worldchain,54089,2025-05-05 00:00:00.000 UTC,122,9568.480785978572
avalanche_c,2,2025-01-29 00:00:00.000 UTC,1,0.4369708770939129
arbitrum,54439,2025-05-17 00:00:00.000 UTC,3510,58166676.40171618
optimism,13437,2025-02-24 00:00:00.000 UTC,969,225012.85749962338
base,134669,2025-05-23 00:00:00.000 UTC,20799,16655747.08237923
optimism,23,2025-01-23 00:00:00.000 UTC,11,66.2571151934743
blast,20,2025-04-22 00:00:00.000 UTC,8,2.1198948740026413
blast,7,2025-03-26 00:00:00.000 UTC,6,1.9308828357225647
polygon,23295,2025-04-19 00:00:00.000 UTC,7670,1597756.7337413328
polygon,28317,2025-03-07 00:00:00.000 UTC,2683,2069997.1298741233
optimism,8608,2025-03-23 00:00:00.000 UTC,994,92898.59220088943
base,67608,2025-04-13 00:00:00.000 UTC,9669,4380689.172482873
arbitrum,36263,2025-04-29 00:00:00.000 UTC,3100,16004922.436744772
arbitrum,28085,2025-04-26 00:00:00.000 UTC,3303,8080975.737414904
unichain,146493,2025-05-10 00:00:00.000 UTC,5802,432946753.26679784
unichain,193562,2025-05-20 00:00:00.000 UTC,6588,455974794.0066371
arbitrum,17338,2025-02-10 00:00:00.000 UTC,1349,7994781.44164903
arbitrum,23101,2025-02-12 00:00:00.000 UTC,1190,7562782.0988826165
polygon,14585,2025-02-08 00:00:00.000 UTC,2657,787077.8232047869
avalanche_c,3135,2025-04-09 00:00:00.000 UTC,410,19925.239655376434
zora,1,2025-02-25 00:00:00.000 UTC,1,25.376326831548
blast,6,2025-04-19 00:00:00.000 UTC,3,0.2517793723207131
zora,166,2025-04-09 00:00:00.000 UTC,4,535.3354248934223
worldchain,67,2025-02-08 00:00:00.000 UTC,3,133.21672547054357
base,56358,2025-03-25 00:00:00.000 UTC,11938,4755523.48116211
base,75476,2025-03-12 00:00:00.000 UTC,11706,8494688.193672007
base,46586,2025-02-21 00:00:00.000 UTC,8139,4968857.34019033
optimism,6466,2025-04-11 00:00:00.000 UTC,1009,126462.34024860404
ethereum,15514,2025-05-14 00:00:00.000 UTC,5750,348090696.8066946
avalanche_c,3738,2025-05-27 00:00:00.000 UTC,938,63045.08548319746
worldchain,14,2025-02-16 00:00:00.000 UTC,5,4.273479381243817
unichain,66643,2025-05-04 00:00:00.000 UTC,5430,274209417.2136186
unichain,182070,2025-05-18 00:00:00.000 UTC,5364,405655971.72024894
unichain,9440,2025-03-25 00:00:00.000 UTC,4278,188529.47607566917
optimism,10881,2025-04-24 00:00:00.000 UTC,1652,164745.32031815624
base,57315,2025-05-04 00:00:00.000 UTC,10847,18191651.770544074
bnb,8803,2025-02-24 00:00:00.000 UTC,2027,433033.6582745642
worldchain,16737,2025-03-23 00:00:00.000 UTC,28,973.2077001509875
ethereum,3,2025-01-24 00:00:00.000 UTC,3,12.703046116127856
avalanche_c,2,2025-01-24 00:00:00.000 UTC,1,0.8506152184312401
arbitrum,17685,2025-03-30 00:00:00.000 UTC,2036,3330459.4328148565
polygon,11222,2025-02-22 00:00:00.000 UTC,1691,1078491.6504073502
blast,12,2025-04-27 00:00:00.000 UTC,7,1.202393383690633
zora,25,2025-05-22 00:00:00.000 UTC,5,31.088182417837203
worldchain,27733,2025-05-13 00:00:00.000 UTC,218,9361.38525592675
polygon,25680,2025-03-13 00:00:00.000 UTC,3336,1043832.0424125569
bnb,6751,2025-02-05 00:00:00.000 UTC,1631,266015.50797751383
blast,20,2025-05-24 00:00:00.000 UTC,10,1.1164796944302111
optimism,32331,2025-05-15 00:00:00.000 UTC,3867,1123409.3040725135
arbitrum,31615,2025-05-01 00:00:00.000 UTC,3611,13237455.71117764
arbitrum,16021,2025-02-23 00:00:00.000 UTC,858,4073711.495144867
unichain,5739,2025-02-13 00:00:00.000 UTC,2548,295901.54255609325
arbitrum,48623,2025-05-28 00:00:00.000 UTC,4184,38470363.98495448
bnb,17474,2025-04-03 00:00:00.000 UTC,8133,1045513.8996561175
avalanche_c,1223,2025-03-16 00:00:00.000 UTC,221,25569.36792543259
zora,4,2025-02-28 00:00:00.000 UTC,1,86.37653657948984
optimism,28909,2025-05-18 00:00:00.000 UTC,3809,1105886.1214130383
bnb,13228,2025-03-23 00:00:00.000 UTC,3925,709913.6480789913
polygon,42384,2025-04-22 00:00:00.000 UTC,4467,4802664.687202978
ethereum,17999,2025-04-09 00:00:00.000 UTC,5797,251569768.61835253
bnb,18934,2025-04-24 00:00:00.000 UTC,8348,958841.9204819489
unichain,147,2025-02-02 00:00:00.000 UTC,79,42188.46221158665
worldchain,25936,2025-04-16 00:00:00.000 UTC,57,4191.321573550941
blast,39,2025-05-11 00:00:00.000 UTC,24,4.010256982877555
zora,49,2025-03-21 00:00:00.000 UTC,13,181.2867678193021
ethereum,15666,2025-02-25 00:00:00.000 UTC,6033,54290317.71168475
base,127991,2025-01-31 00:00:00.000 UTC,6411,80550161.89044169
ethereum,15592,2025-06-04 00:00:00.000 UTC,6448,216900892.5553565
bnb,217040,2025-05-29 00:00:00.000 UTC,26997,186538483.015894
polygon,19578,2025-02-03 00:00:00.000 UTC,1539,2307058.5776603236
polygon,28594,2025-05-24 00:00:00.000 UTC,4132,3823037.6441360195
worldchain,27597,2025-05-15 00:00:00.000 UTC,190,8201.956483809116
zora,59,2025-05-19 00:00:00.000 UTC,5,64.66937279542816
zora,72,2025-03-27 00:00:00.000 UTC,14,158.46599066342796
worldchain,8933,2025-03-28 00:00:00.000 UTC,26,1403.7938890171667
base,79445,2025-04-25 00:00:00.000 UTC,16459,4498491.075079753
optimism,6188,2025-04-20 00:00:00.000 UTC,1014,58395.89559320887
unichain,20279,2025-04-09 00:00:00.000 UTC,4228,121987.34198835761
ethereum,17826,2025-05-15 00:00:00.000 UTC,5713,233273270.71913627
ethereum,17828,2025-05-20 00:00:00.000 UTC,5564,283739706.41062707
blast,31,2025-03-06 00:00:00.000 UTC,18,5.472948672394731
worldchain,25450,2025-06-02 00:00:00.000 UTC,121,8950.890613560132
unichain,6932,2025-03-02 00:00:00.000 UTC,1428,1058019.6759817472
polygon,33088,2025-04-10 00:00:00.000 UTC,3706,3383448.0245333742
worldchain,26,2025-01-30 00:00:00.000 UTC,10,3.9693343230606786
polygon,15075,2025-02-23 00:00:00.000 UTC,1821,990695.0474965482
polygon,2,2025-01-22 00:00:00.000 UTC,2,0.45773176067024934
arbitrum,48316,2025-03-07 00:00:00.000 UTC,1961,32004866.709454957
bnb,8742,2025-04-12 00:00:00.000 UTC,1854,530075.2851304335
worldchain,34113,2025-05-30 00:00:00.000 UTC,120,8800.710922371238
optimism,1624,2025-02-01 00:00:00.000 UTC,110,40900.07905210605
zora,15,2025-03-06 00:00:00.000 UTC,12,139.3521120648582
ethereum,8359,2025-02-13 00:00:00.000 UTC,4484,11027614.608095864
base,61113,2025-03-24 00:00:00.000 UTC,12853,5626289.843632937
arbitrum,20709,2025-04-06 00:00:00.000 UTC,2936,6206304.286846546
ethereum,18950,2025-04-29 00:00:00.000 UTC,4702,165298870.59766185
unichain,4090,2025-02-19 00:00:00.000 UTC,1238,411723.7424911849
worldchain,36436,2025-04-12 00:00:00.000 UTC,63,5940.647027262603
bnb,10,2025-01-27 00:00:00.000 UTC,9,13.887036067993916
zora,135,2025-03-23 00:00:00.000 UTC,29,217.8153906265061
ethereum,12762,2025-05-04 00:00:00.000 UTC,4251,95887409.09167714
bnb,9092,2025-02-07 00:00:00.000 UTC,2559,379966.5844725794
avalanche_c,614,2025-03-20 00:00:00.000 UTC,225,7063.751598520631
base,30421,2025-02-19 00:00:00.000 UTC,6358,2932321.490829634
avalanche_c,3647,2025-05-29 00:00:00.000 UTC,794,80467.90791836825
optimism,11390,2025-03-02 00:00:00.000 UTC,1098,297701.30248856056
ethereum,22768,2025-05-23 00:00:00.000 UTC,7127,378254611.41705656
optimism,13740,2025-02-07 00:00:00.000 UTC,1017,682363.8207746194
base,63260,2025-04-28 00:00:00.000 UTC,12621,6803967.05753935
polygon,20367,2025-05-04 00:00:00.000 UTC,3042,1779527.3664607941
polygon,51313,2025-05-09 00:00:00.000 UTC,6144,6968377.855380203
zora,165,2025-04-24 00:00:00.000 UTC,78,249.9144810077451
blast,29,2025-03-09 00:00:00.000 UTC,16,5.496330724088168
arbitrum,4,2025-01-26 00:00:00.000 UTC,1,1.1994636765281845
base,81364,2025-03-10 00:00:00.000 UTC,12239,8892816.513072992
arbitrum,18628,2025-03-29 00:00:00.000 UTC,2329,3638374.4421843546
bnb,18935,2025-04-18 00:00:00.000 UTC,10613,1021783.920862457
bnb,6758,2025-02-04 00:00:00.000 UTC,1346,393040.426794125
polygon,30367,2025-02-26 00:00:00.000 UTC,2533,1984095.677851219
base,45342,2025-03-27 00:00:00.000 UTC,9669,4108192.7335466985
arbitrum,40630,2025-04-08 00:00:00.000 UTC,2716,9081578.04730261
unichain,3024,2025-03-05 00:00:00.000 UTC,451,169936.06386806842
ethereum,15024,2025-03-25 00:00:00.000 UTC,6040,57715386.69864077
ethereum,11039,2025-03-23 00:00:00.000 UTC,4679,22545788.258491237
optimism,8067,2025-03-08 00:00:00.000 UTC,1017,67007.9142051027
unichain,32,2025-02-09 00:00:00.000 UTC,12,14199.66648859802
base,22705,2025-02-09 00:00:00.000 UTC,5024,2489583.520184906
unichain,152475,2025-05-08 00:00:00.000 UTC,5821,649919540.9069028
bnb,17996,2025-04-09 00:00:00.000 UTC,1632,987187.4228021217
optimism,36946,2025-06-04 00:00:00.000 UTC,2710,764215.0716532536
unichain,2025,2025-03-08 00:00:00.000 UTC,378,117677.49713973347
blast,24,2025-03-30 00:00:00.000 UTC,19,2.186205900782373
bnb,18313,2025-03-11 00:00:00.000 UTC,11134,1489091.197180599
optimism,6117,2025-04-17 00:00:00.000 UTC,1152,76163.87027805562
avalanche_c,787,2025-02-13 00:00:00.000 UTC,183,9238.963434175423
bnb,8761,2025-04-15 00:00:00.000 UTC,1699,477283.01013675635
unichain,114062,2025-06-04 00:00:00.000 UTC,4940,273181852.3097445
blast,48,2025-05-09 00:00:00.000 UTC,23,8.187790606691893
worldchain,43,2025-03-03 00:00:00.000 UTC,8,107.72178408153519
ethereum,16285,2025-05-02 00:00:00.000 UTC,5803,149740256.24752238
polygon,40159,2025-04-07 00:00:00.000 UTC,3992,5875277.327892913
bnb,8716,2025-02-28 00:00:00.000 UTC,2609,311513.86338514555
zora,125,2025-04-21 00:00:00.000 UTC,20,361.22811529199083
blast,28,2025-04-10 00:00:00.000 UTC,13,2.7692778578838233
zora,6,2025-02-05 00:00:00.000 UTC,2,0.28751978173357334
worldchain,12,2025-02-28 00:00:00.000 UTC,5,8.204971399905864
unichain,59,2025-02-04 00:00:00.000 UTC,37,64812.720703257364
avalanche_c,1923,2025-03-14 00:00:00.000 UTC,897,11640.457286424291
worldchain,29334,2025-04-15 00:00:00.000 UTC,47,3153.9490335716096
blast,40,2025-03-03 00:00:00.000 UTC,9,8.976920540549658
arbitrum,47079,2025-03-10 00:00:00.000 UTC,2446,28252083.03222736
base,78364,2025-05-16 00:00:00.000 UTC,11905,23116704.442298997
optimism,7046,2025-02-15 00:00:00.000 UTC,948,55392.610925516536
arbitrum,33638,2025-05-26 00:00:00.000 UTC,4307,21675539.498507015
polygon,23187,2025-03-09 00:00:00.000 UTC,2645,1197469.7840440706
bnb,13700,2025-04-26 00:00:00.000 UTC,5849,937316.1052651529
worldchain,31075,2025-04-09 00:00:00.000 UTC,49,2100.5553252901373
base,32120,2025-02-06 00:00:00.000 UTC,5306,5138516.536770529
arbitrum,43849,2025-03-05 00:00:00.000 UTC,1833,20285739.097849034
optimism,11266,2025-02-04 00:00:00.000 UTC,652,1462661.2290783892
avalanche_c,2851,2025-05-12 00:00:00.000 UTC,616,97348.84154281311
avalanche_c,4999,2025-05-23 00:00:00.000 UTC,781,129475.78316076062
zora,1,2025-02-02 00:00:00.000 UTC,1,11.602688219231998
zora,5,2025-03-12 00:00:00.000 UTC,1,95.38373932120398
avalanche_c,850,2025-03-31 00:00:00.000 UTC,249,49605.21326818817
avalanche_c,1678,2025-03-25 00:00:00.000 UTC,356,22602.176854350982
avalanche_c,1604,2025-04-29 00:00:00.000 UTC,339,16211.353200457404
zora,2,2025-03-01 00:00:00.000 UTC,1,44.50806825887256
blast,22,2025-02-26 00:00:00.000 UTC,10,3.1179721586226474
unichain,12566,2025-03-24 00:00:00.000 UTC,6150,275589.2919267819
ethereum,17373,2025-03-03 00:00:00.000 UTC,6217,81369590.42226042
worldchain,44016,2025-05-04 00:00:00.000 UTC,124,7769.848215577245
avalanche_c,1465,2025-02-26 00:00:00.000 UTC,490,12538.915512599191
arbitrum,14883,2025-02-22 00:00:00.000 UTC,853,4825503.940377723
zora,138,2025-04-03 00:00:00.000 UTC,33,267.3023781878127
zora,110,2025-04-08 00:00:00.000 UTC,3,346.4818840077806
worldchain,57630,2025-04-25 00:00:00.000 UTC,134,13783.485145947805
zora,30,2025-05-20 00:00:00.000 UTC,1,33.86734136553032
ethereum,8762,2025-03-30 00:00:00.000 UTC,3336,31791461.235495765
optimism,12343,2025-02-26 00:00:00.000 UTC,1277,198584.32520830233
bnb,8670,2025-02-09 00:00:00.000 UTC,2422,1117650.9249057753
worldchain,30625,2025-05-14 00:00:00.000 UTC,184,7942.825373635717
worldchain,27877,2025-05-17 00:00:00.000 UTC,143,10376.097786769464
avalanche_c,905,2025-02-11 00:00:00.000 UTC,130,12866.534833595886
zora,39,2025-05-23 00:00:00.000 UTC,5,48.28428187160875
arbitrum,27648,2025-04-27 00:00:00.000 UTC,2987,8787475.450602379
unichain,87969,2025-04-25 00:00:00.000 UTC,6517,259012481.0196679
polygon,24487,2025-03-17 00:00:00.000 UTC,3375,1045505.9438254064
bnb,14458,2025-04-28 00:00:00.000 UTC,5290,1775053.4338794816
arbitrum,3758,2025-01-31 00:00:00.000 UTC,81,487647.3613317313
avalanche_c,821,2025-03-30 00:00:00.000 UTC,247,85639.12959838736
blast,65,2025-05-10 00:00:00.000 UTC,26,6.187633190332185
worldchain,23,2025-02-09 00:00:00.000 UTC,1,58.63691568729679
base,64886,2025-03-08 00:00:00.000 UTC,8804,10144721.618287925
bnb,17115,2025-03-24 00:00:00.000 UTC,4848,1179166.2968686605
polygon,16993,2025-02-10 00:00:00.000 UTC,2703,1702459.4195375626
zora,53,2025-04-27 00:00:00.000 UTC,9,68.93392673053614
base,59743,2025-02-03 00:00:00.000 UTC,6302,18912096.67882127
bnb,19164,2025-03-27 00:00:00.000 UTC,10689,2718305.485236197
avalanche_c,4699,2025-05-13 00:00:00.000 UTC,814,284971.1117782135
worldchain,46553,2025-04-28 00:00:00.000 UTC,88,14997.08492070605
worldchain,33491,2025-05-20 00:00:00.000 UTC,139,8207.061989057249
blast,11,2025-02-21 00:00:00.000 UTC,7,1.896806452560097
bnb,47097,2025-05-19 00:00:00.000 UTC,12271,20293839.468359187
polygon,25923,2025-04-26 00:00:00.000 UTC,3684,2386350.0107013052
avalanche_c,3048,2025-04-10 00:00:00.000 UTC,359,16102.411540753092
base,106539,2025-04-22 00:00:00.000 UTC,24556,8106087.641235068
arbitrum,19667,2025-03-23 00:00:00.000 UTC,2085,3352020.2545961
polygon,25161,2025-03-14 00:00:00.000 UTC,3186,1287865.786746473
optimism,13405,2025-03-24 00:00:00.000 UTC,1481,150962.56427566844
unichain,132,2025-02-06 00:00:00.000 UTC,56,46140.12294253116
base,81064,2025-03-11 00:00:00.000 UTC,13369,10284007.500055294
optimism,19711,2025-05-16 00:00:00.000 UTC,2589,1165530.4903446613
unichain,192730,2025-05-19 00:00:00.000 UTC,5384,585281281.873423
optimism,5610,2025-04-19 00:00:00.000 UTC,1161,62883.08396997495
base,115244,2025-05-08 00:00:00.000 UTC,16104,21800314.318281703
blast,39,2025-04-09 00:00:00.000 UTC,17,6.95535167723389
ink,1,2025-04-02 00:00:00.000 UTC,1,0.049993031676
polygon,34183,2025-05-17 00:00:00.000 UTC,3513,5712960.361321304
arbitrum,20991,2025-03-26 00:00:00.000 UTC,3055,4675185.686177317
polygon,34006,2025-03-11 00:00:00.000 UTC,3730,1755548.8797501442
arbitrum,14362,2025-02-08 00:00:00.000 UTC,1307,2548086.303729686
polygon,19696,2025-02-07 00:00:00.000 UTC,2878,1917916.7090351642
avalanche_c,590,2025-02-23 00:00:00.000 UTC,134,6061.878842584349
blast,7,2025-04-20 00:00:00.000 UTC,4,0.708587480956402
blast,5,2025-03-25 00:00:00.000 UTC,3,0.3640958463495867
blast,16,2025-02-09 00:00:00.000 UTC,9,2.0705624257761195
bnb,12065,2025-03-01 00:00:00.000 UTC,4524,380746.42105739936
polygon,42839,2025-05-20 00:00:00.000 UTC,5203,10735868.423860345
zora,36,2025-05-11 00:00:00.000 UTC,7,35.943647504738244
bnb,22173,2025-05-04 00:00:00.000 UTC,3075,2700030.100138773
ethereum,11454,2025-03-01 00:00:00.000 UTC,4705,12478148.381207658
arbitrum,46060,2025-03-04 00:00:00.000 UTC,2246,23717996.822506215
polygon,25379,2025-04-29 00:00:00.000 UTC,3771,3621296.956564426
optimism,8213,2025-02-14 00:00:00.000 UTC,898,126601.30819067308
unichain,11451,2025-02-16 00:00:00.000 UTC,4981,110375.3493766096
zora,95,2025-03-26 00:00:00.000 UTC,21,212.2341729669088
blast,2,2025-02-15 00:00:00.000 UTC,2,0.21140776777723452
base,53432,2025-03-07 00:00:00.000 UTC,10357,12930309.487665636
unichain,3081,2025-03-07 00:00:00.000 UTC,402,247977.38471337772
arbitrum,25084,2025-02-05 00:00:00.000 UTC,1436,6690260.906909604
ethereum,562,2025-01-31 00:00:00.000 UTC,303,780100.6524196471
bnb,23935,2025-05-01 00:00:00.000 UTC,5003,3052606.2077033236
base,67815,2025-04-12 00:00:00.000 UTC,10719,3279070.750996118
optimism,7863,2025-04-14 00:00:00.000 UTC,911,203724.02623051443
bnb,11176,2025-04-02 00:00:00.000 UTC,2818,813926.7189386965
polygon,43050,2025-05-23 00:00:00.000 UTC,5417,9275852.919793209
avalanche_c,3546,2025-05-28 00:00:00.000 UTC,673,61249.74532457019
worldchain,57331,2025-04-26 00:00:00.000 UTC,94,19897.174573819633
unichain,6,2025-02-03 00:00:00.000 UTC,5,2270.176544
ethereum,9153,2025-02-12 00:00:00.000 UTC,4774,18537335.40110369
avalanche_c,2855,2025-04-13 00:00:00.000 UTC,384,26891.692934417915
worldchain,6673,2025-03-30 00:00:00.000 UTC,24,1270.3092163059143
zora,8,2025-03-07 00:00:00.000 UTC,1,175.15446305619875
bnb,9538,2025-03-30 00:00:00.000 UTC,1768,523046.23014128243
worldchain,50982,2025-05-01 00:00:00.000 UTC,115,10808.832926429448
polygon,26231,2025-03-31 00:00:00.000 UTC,3168,1960939.696174063
zora,42,2025-04-05 00:00:00.000 UTC,5,178.16739295966428
unichain,188954,2025-05-16 00:00:00.000 UTC,5319,413693408.4747227
unichain,177083,2025-05-13 00:00:00.000 UTC,6528,608788870.160668
bnb,8891,2025-02-26 00:00:00.000 UTC,2810,325195.4676266181
avalanche_c,905,2025-03-15 00:00:00.000 UTC,191,16347.540669817696
blast,30,2025-03-19 00:00:00.000 UTC,16,3.69842022102353
ink,12,2025-05-22 00:00:00.000 UTC,6,1.2628863088266988
avalanche_c,1,2025-01-28 00:00:00.000 UTC,1,0.8252561885980001
base,56741,2025-03-17 00:00:00.000 UTC,10606,8308379.002253866
unichain,15748,2025-04-12 00:00:00.000 UTC,3868,72056.95905288956
base,98007,2025-05-26 00:00:00.000 UTC,20662,9385140.262134403
