average_block_time_14ma,day,difficulty_14ma,hash_rate_14ma
9.722862555549849,2022-03-02 00:00:00.000 UTC,27921268295692.906,207.02303897749042
9.753581513816576,2022-03-03 00:00:00.000 UTC,27958904637467.12,206.56697755645158
9.723941686233015,2022-03-04 00:00:00.000 UTC,27929131748317.805,206.9308343740935
9.876172197032849,2022-03-05 00:00:00.000 UTC,27899358859168.49,203.77185055379385
9.949808299056357,2022-03-06 00:00:00.000 UTC,27869585970019.168,202.08497710849088
9.811075053615795,2022-03-07 00:00:00.000 UTC,27839813080869.85,204.564819420004
9.820498951197589,2022-03-08 00:00:00.000 UTC,27810040191720.535,204.11172138009812
9.887952367346657,2022-03-09 00:00:00.000 UTC,27780267302571.22,202.39762409732575
9.815042231505487,2022-03-10 00:00:00.000 UTC,27750494413421.902,203.64960280687822
9.79067648261021,2022-03-11 00:00:00.000 UTC,27720721524272.586,203.9134240488786
9.639896262829991,2022-03-12 00:00:00.000 UTC,27690948635123.27,206.89506059258412
9.55607829855819,2022-03-13 00:00:00.000 UTC,27661175745973.95,208.45368155575622
9.561146992702513,2022-03-14 00:00:00.000 UTC,27631402856824.633,208.08665003725437
9.657872786670511,2022-03-15 00:00:00.000 UTC,27601629967675.316,205.50546955450642
9.573496939557472,2022-03-16 00:00:00.000 UTC,27571857078526.0,207.13792685552932
9.53133247050621,2022-03-17 00:00:00.000 UTC,27548226976249.332,208.00948764335658
9.504018058299712,2022-03-18 00:00:00.000 UTC,27541253805686.656,208.5264018318324
9.330255366755747,2022-03-19 00:00:00.000 UTC,27534280635123.98,211.92302323591906
9.20900665908392,2022-03-20 00:00:00.000 UTC,27527307464561.31,214.45547431824852
9.194076813271721,2022-03-21 00:00:00.000 UTC,27520334293998.633,214.75620468648938
9.181486442459873,2022-03-22 00:00:00.000 UTC,27513361123435.96,214.99623691874376
9.153014963913432,2022-03-23 00:00:00.000 UTC,27506387952873.285,215.53237212543982
9.148960397789898,2022-03-24 00:00:00.000 UTC,27499414782310.613,215.56942904224442
9.07767117976155,2022-03-25 00:00:00.000 UTC,27492441611747.938,217.09948557760177
9.064643058814175,2022-03-26 00:00:00.000 UTC,27485468441185.26,217.38959689319753
9.164489953742208,2022-03-27 00:00:00.000 UTC,27478495270622.59,215.28335597530398
